player_id,short_name,long_name,positions,main_position,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,club_id,nationality,preferred_foot,weak_foot,skill_moves,intl_reputation,pace,shooting,passing,dribbling,defending,physic,face_url
263205,B. Yılmaz,Barış Alper Yılmaz,"LM, RM, LW",LM,80,83,28000000,55000,25,23/05/2000,186,80,68,325,Türkiye,Right,3,4,3,93,77,72,79,69,90,https://cdn.sofifa.net/players/263/205/26_120.png
243576,Pedro Porro,Pedro Antonio Porro Sauceda,"RB, RM",RB,82,85,37000000,105000,25,13/09/1999,173,69,13,18,Spain,Right,3,3,3,78,73,81,80,77,76,https://cdn.sofifa.net/players/243/576/26_120.png
231747,K. Mbappé,Kylian Mbappé Lottin,"ST, LW, LM",ST,91,94,173500000,610000,26,20/12/1998,182,75,53,243,France,Right,4,5,5,97,90,81,92,37,76,https://cdn.sofifa.net/players/231/747/26_120.png
222665,M. Ødegaard,Martin Ødegaard,"CM, CAM",CM,87,89,98000000,220000,26,17/12/1998,178,68,13,1,Norway,Left,2,5,4,68,79,88,87,67,65,https://cdn.sofifa.net/players/222/665/26_120.png
210411,Otávio,Otávio Edmilson da Silva Monteiro,"CAM, CM, RM",CAM,82,82,29500000,54000,30,09/02/1995,171,67,350,112391,Portugal,Right,3,4,3,78,71,82,85,70,75,https://cdn.sofifa.net/players/210/411/26_120.png
243245,O. Kökçü,Orkun Kökçü,"CM, CAM, CDM",CM,82,86,43500000,25000,24,29/12/2000,175,72,68,327,Türkiye,Right,5,3,3,72,80,84,80,70,79,https://cdn.sofifa.net/players/243/245/26_120.png
224334,M. Acuña,Marcos Javier Acuña,"LB, LM",LB,78,78,7500000,22000,33,28/10/1991,172,69,353,1876,Argentina,Left,3,3,3,76,69,77,81,71,80,https://cdn.sofifa.net/players/224/334/26_120.png
237238,S. McTominay,Scott Francis McTominay,"CM, CAM, LM",CM,85,85,54000000,150000,28,08/12/1996,193,88,31,48,Scotland,Right,3,3,3,76,82,77,80,80,85,https://cdn.sofifa.net/players/237/238/26_120.png
202126,H. Kane,Harry Edward Kane,ST,ST,89,89,87000000,155000,31,28/07/1993,188,86,19,21,England,Right,4,3,5,64,92,83,82,48,82,https://cdn.sofifa.net/players/202/126/26_120.png
248243,E. Camavinga,Eduardo Celmi Camavinga,"CM, CDM, LB",CM,83,90,73500000,175000,22,10/11/2002,185,77,53,243,France,Left,3,4,3,80,68,81,84,78,80,https://cdn.sofifa.net/players/248/243/26_120.png
224293,Rúben Neves,Rúben Diogo da Silva Neves,"CDM, CM",CDM,84,85,40500000,68000,28,13/03/1997,180,83,350,605,Portugal,Right,4,3,3,57,75,87,77,77,76,https://cdn.sofifa.net/players/224/293/26_120.png
246863,F. Nmecha,Felix Kalu Nmecha,"CDM, CM",CDM,82,86,40000000,50000,24,10/10/2000,194,80,19,22,Germany,Right,3,4,3,82,74,73,81,80,86,https://cdn.sofifa.net/players/246/863/26_120.png
258648,Carlos Augusto,Carlos Augusto Zopalato Neves,"LB, CB, LM",LB,81,82,27500000,38000,26,07/01/1999,184,75,31,44,Brazil,Left,2,3,3,78,72,77,79,79,76,https://cdn.sofifa.net/players/258/648/26_120.png
210881,J. McGinn,John McGinn,"LM, RM, CAM, LB",LM,81,81,25000000,120000,30,18/10/1994,178,68,13,2,Scotland,Left,2,3,3,69,77,78,80,77,83,https://cdn.sofifa.net/players/210/881/26_120.png
225201,Berenguer,Alejandro Berenguer Remiro,"LM, RM, CAM, LW",LM,82,82,30000000,59000,29,04/07/1995,175,73,53,448,Spain,Right,4,3,3,84,77,79,84,65,69,https://cdn.sofifa.net/players/225/201/26_120.png
208333,E. Can,Emre Can,"CB, CDM, CM",CB,82,82,21000000,60000,31,12/01/1994,186,86,19,22,Germany,Right,4,3,3,77,76,72,74,82,84,https://cdn.sofifa.net/players/208/333/26_120.png
228251,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM",CAM,80,80,20500000,63000,29,19/06/1996,186,77,31,52,Italy,Right,4,3,3,75,77,80,80,73,73,https://cdn.sofifa.net/players/228/251/26_120.png
240950,Pedro Gonçalves,Pedro António Pereira Gonçalves,"CAM, LM, CM",CAM,83,83,38500000,32000,27,28/06/1998,173,78,308,237,Portugal,Right,4,4,3,77,82,83,84,63,68,https://cdn.sofifa.net/players/240/950/26_120.png
223334,Joelinton,Joelinton Cassio Apolinário de Lira,"CM, LW, LM",CM,82,82,30500000,140000,28,14/08/1996,186,81,13,13,Brazil,Right,3,3,3,74,73,77,81,82,90,https://cdn.sofifa.net/players/223/334/26_120.png
252145,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LB, LM",LB,86,89,86000000,110000,23,19/06/2002,180,70,16,73,Portugal,Left,4,3,3,95,65,76,82,80,77,https://cdn.sofifa.net/players/252/145/26_120.png
188545,R. Lewandowski,Robert Lewandowski,ST,ST,88,88,31000000,155000,36,21/08/1988,185,81,53,241,Poland,Right,4,4,5,74,89,79,85,44,84,https://cdn.sofifa.net/players/188/545/26_120.png
247246,K. Thuram,Khéphren Thuram-Ulien,"CM, CDM",CM,81,85,36500000,105000,24,26/03/2001,192,80,31,45,France,Right,3,3,3,78,76,77,80,81,81,https://cdn.sofifa.net/players/247/246/26_120.png
181458,I. Perišić,Ivan Perišić,"RW, LW, RM",RW,81,81,8500000,25000,36,02/02/1989,186,80,10,247,Croatia,Right,5,4,3,75,80,81,79,69,75,https://cdn.sofifa.net/players/181/458/26_120.png
243014,B. Mbeumo,Bryan Tetsadong Marceau Mbeumo,"RW, RM, ST",RW,85,86,64500000,135000,25,07/08/1999,171,75,13,11,Cameroon,Left,2,4,3,88,84,79,84,49,76,https://cdn.sofifa.net/players/243/014/26_120.png
216393,Y. Tielemans,Youri Tielemans,"CM, CDM, CAM",CM,85,85,54000000,170000,28,07/05/1997,176,72,13,2,Belgium,Right,4,4,3,54,79,85,80,75,72,https://cdn.sofifa.net/players/216/393/26_120.png
195479,J. Tavernier,James Henry Tavernier,"RB, RM",RB,77,77,5500000,52000,33,31/10/1991,182,75,50,86,England,Right,2,3,1,80,71,78,75,69,79,https://cdn.sofifa.net/players/195/479/26_120.png
256790,J. Musiala,Jamal Musiala,"CAM, LM, CM, ST",CAM,88,92,133500000,110000,22,26/02/2003,184,72,19,21,Germany,Right,4,5,4,80,82,80,90,66,65,https://cdn.sofifa.net/players/256/790/26_120.png
239231,Marc Cucurella,Marc Cucurella Saseta,LB,LB,84,85,45500000,155000,26,22/07/1998,174,66,13,5,Spain,Left,3,3,3,75,64,79,80,82,79,https://cdn.sofifa.net/players/239/231/26_120.png
223959,L. Torreira,Lucas Sebastián Torreira di Pascua,"CDM, CM",CDM,83,83,31000000,73000,29,11/02/1996,166,60,68,325,Uruguay,Right,3,3,3,76,72,78,79,81,79,https://cdn.sofifa.net/players/223/959/26_120.png
212811,M. Lemina,Mario René Junior Lemina,"CDM, CM",CDM,79,79,12500000,55000,31,01/09/1993,184,85,68,325,Gabon,Right,4,3,2,79,67,75,76,78,83,https://cdn.sofifa.net/players/212/811/26_120.png
177003,L. Modrić,Luka Modrić,"CM, CAM, CDM",CM,83,83,11500000,47000,39,09/09/1985,172,67,31,47,Croatia,Right,4,4,3,68,74,86,86,70,62,https://cdn.sofifa.net/players/177/003/26_120.png
230938,F. Kessié,Franck Yannick Kessié,"CDM, CM, CB",CDM,80,81,20500000,49000,28,19/12/1996,183,74,350,112387,Côte d'Ivoire,Right,4,3,3,78,77,73,78,78,86,https://cdn.sofifa.net/players/230/938/26_120.png
226226,G. Lo Celso,Giovani Lo Celso,"CAM, CM, CDM",CAM,82,82,30000000,43000,29,09/04/1996,177,68,53,449,Argentina,Left,3,4,3,68,81,82,84,68,71,https://cdn.sofifa.net/players/226/226/26_120.png
231913,F. Aursnes,Fredrik Aursnes,"CM, RB, RM, CAM",CM,80,80,20500000,26000,29,10/12/1995,179,71,308,234,Norway,Right,3,3,2,74,71,78,80,77,82,https://cdn.sofifa.net/players/231/913/26_120.png
247394,D. Kulusevski,Dejan KulusevskiДејан Кулушевски,"CM, RW, CAM",CM,83,86,47500000,125000,25,25/04/2000,186,80,13,18,Sweden,Left,3,4,3,74,79,84,85,62,81,https://cdn.sofifa.net/players/247/394/26_120.png
218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CM, RM, CDM, CAM",CM,84,84,40500000,165000,30,10/08/1994,173,65,13,10,Portugal,Left,3,4,3,61,78,83,89,71,65,https://cdn.sofifa.net/players/218/667/26_120.png
256630,F. Wirtz,Florian Richard Wirtz,"CAM, ST, CM",CAM,89,93,150500000,190000,22,03/05/2003,177,71,13,9,Germany,Right,4,4,5,80,82,88,90,54,67,https://cdn.sofifa.net/players/256/630/26_120.png
238744,W. McKennie,Weston James Earl McKennie,"CM, CDM, CAM",CM,78,79,16500000,95000,26,28/08/1998,180,86,31,45,United States,Right,3,3,2,77,71,77,77,80,80,https://cdn.sofifa.net/players/238/744/26_120.png
213666,R. Loftus-Cheek,Ruben Ira Loftus-Cheek,"CM, CAM",CM,80,80,20500000,55000,29,23/01/1996,191,88,31,47,England,Right,4,4,3,81,76,79,80,76,80,https://cdn.sofifa.net/players/213/666/26_120.png
202648,Sergi Darder,Sergi Darder Moll,"LM, CM, CDM, LW",LM,81,81,21500000,43000,31,22/12/1993,180,71,53,453,Spain,Right,3,3,3,77,76,81,80,73,77,https://cdn.sofifa.net/players/202/648/26_120.png
219683,C. Tolisso,Corentin Tolisso,"CM, CDM, CAM",CM,81,81,24500000,30000,30,03/08/1994,181,81,16,66,France,Right,2,3,3,68,78,78,76,77,79,https://cdn.sofifa.net/players/219/683/26_120.png
216352,M. Brozović,Marcelo Brozović,"CDM, CM",CDM,81,81,17000000,52000,32,16/11/1992,181,72,350,112139,Croatia,Right,4,3,3,63,73,78,79,78,80,https://cdn.sofifa.net/players/216/352/26_120.png
251479,M. De Cuyper,Maxim De Cuyper,"LB, RB, LM",LB,80,86,31000000,78000,24,22/12/2000,183,72,13,1808,Belgium,Left,4,2,1,76,73,80,79,75,75,https://cdn.sofifa.net/players/251/479/26_120.png
251806,Q. Timber,Quinten Ryan Crispito Timber,"CM, CDM, CAM",CM,80,85,31500000,19000,24,17/06/2001,179,71,10,246,Netherlands,Right,3,3,1,77,78,76,80,74,83,https://cdn.sofifa.net/players/251/806/26_120.png
211093,C. McGregor,Callum William McGregor,"CDM, CM",CDM,79,79,11500000,61000,32,14/06/1993,178,74,50,78,Scotland,Left,4,4,1,77,76,78,80,72,78,https://cdn.sofifa.net/players/211/093/26_120.png
236499,Douglas Luiz,Douglas Luiz Soares de Paulo,"CM, CDM",CM,80,80,22500000,110000,27,09/05/1998,175,66,13,14,Brazil,Right,2,3,3,67,75,82,80,75,70,https://cdn.sofifa.net/players/236/499/26_120.png
215590,Ayoze,Ayoze Pérez Gutiérrez,"ST, CAM",ST,83,83,30500000,65000,31,29/07/1993,178,66,53,483,Spain,Right,4,4,3,86,83,80,83,59,67,https://cdn.sofifa.net/players/215/590/26_120.png
234396,A. Davies,Alphonso Boyle Davies,"LB, LM",LB,84,87,53500000,74000,24,02/11/2000,185,77,19,21,Canada,Left,3,4,3,94,66,78,85,74,76,https://cdn.sofifa.net/players/234/396/26_120.png
239807,D. Frattesi,Davide Frattesi,CM,CM,81,83,32000000,38000,25,22/09/1999,178,74,31,44,Italy,Right,4,3,3,82,77,78,82,73,72,https://cdn.sofifa.net/players/239/807/26_120.png
227890,Nuno Santos,Nuno Miguel Gomes dos Santos,"LM, LB, LW",LM,79,79,17000000,24000,30,13/02/1995,177,71,308,237,Portugal,Left,2,5,3,79,81,76,79,69,73,https://cdn.sofifa.net/players/227/890/26_120.png
236496,M. Guendouzi,Mattéo Elias Kenzo Guendouzi Olié,"CDM, CM",CDM,82,85,36000000,44000,26,14/04/1999,185,68,31,46,France,Right,3,4,3,72,73,80,80,77,77,https://cdn.sofifa.net/players/236/496/26_120.png
256079,M. Caicedo,Moisés Isaac Caicedo Corozo,"CDM, CM",CDM,87,89,93000000,170000,23,02/11/2001,178,73,13,5,Ecuador,Right,3,3,4,71,64,78,81,84,82,https://cdn.sofifa.net/players/256/079/26_120.png
251517,J. Gvardiol,Joško Gvardiol,"LB, CB, LM",LB,84,87,53500000,130000,23,23/01/2002,185,80,13,10,Croatia,Left,5,3,3,78,71,75,78,84,82,https://cdn.sofifa.net/players/251/517/26_120.png
227236,A. Zambo Anguissa,André-Frank Zambo Anguissa,"CM, CAM",CM,82,82,29500000,115000,29,16/11/1995,184,83,31,48,Cameroon,Right,3,3,3,75,75,75,79,79,85,https://cdn.sofifa.net/players/227/236/26_120.png
186345,K. Trippier,Kieran John Trippier,"RB, RM",RB,80,80,7500000,115000,34,19/09/1990,173,71,13,13,England,Right,4,3,3,66,65,83,77,80,71,https://cdn.sofifa.net/players/186/345/26_120.png
233927,Lucas Paquetá,Lucas Tolentino Coelho de Lima,"CM, LM, CAM",CM,80,80,22500000,75000,27,27/08/1997,180,72,13,19,Brazil,Left,4,5,3,68,78,78,84,69,75,https://cdn.sofifa.net/players/233/927/26_120.png
270571,Gabriel Sara,Gabriel Davi Gomes Sara,"CM, CAM, RM",CM,80,83,27500000,58000,26,26/06/1999,177,79,68,325,Brazil,Left,4,4,1,74,74,83,79,68,78,https://cdn.sofifa.net/players/270/571/26_120.png
244669,M. Hjulmand,Morten Blom Due Hjulmand,"CDM, CM",CDM,83,86,43000000,30000,26,25/06/1999,185,78,308,237,Denmark,Right,4,3,3,70,76,78,77,80,84,https://cdn.sofifa.net/players/244/669/26_120.png
232665,M. Arambarri,Mauro Wilney Arambarri Rosa,"CM, CDM",CM,80,80,20500000,43000,29,30/09/1995,175,74,53,1860,Uruguay,Right,3,3,1,65,79,76,77,79,79,https://cdn.sofifa.net/players/232/665/26_120.png
246321,D. Maeda,Daizen Maeda前田 大然,"LW, ST, RW, LM",LW,79,79,18500000,65000,27,20/10/1997,173,68,50,78,Japan,Right,4,2,1,92,79,70,76,65,79,https://cdn.sofifa.net/players/246/321/26_120.png
239085,E. Haaland,Erling Braut Håland,ST,ST,90,92,157000000,260000,24,21/07/2000,195,94,13,10,Norway,Left,3,3,5,86,91,70,80,45,88,https://cdn.sofifa.net/players/239/085/26_120.png
226851,B. Pavard,Benjamin Pavard,CB,CB,84,84,35500000,51000,29,28/03/1996,186,81,16,219,France,Right,3,3,3,75,67,76,75,86,79,https://cdn.sofifa.net/players/226/851/26_120.png
254243,E. Anderson,Elliot Junior Anderson,"CDM, CM",CDM,80,85,29500000,78000,22,06/11/2002,179,69,13,14,England,Right,4,3,1,71,68,79,81,77,78,https://cdn.sofifa.net/players/254/243/26_120.png
181291,G. Wijnaldum,Georginio Gregion Emile Wijnaldum,"CAM, ST, CM",CAM,78,78,6500000,35000,34,11/11/1990,175,74,350,112096,Netherlands,Right,4,3,3,67,72,77,80,76,75,https://cdn.sofifa.net/players/181/291/26_120.png
192638,Marcos Alonso,Marcos Alonso Mendoza,"CB, LB",CB,79,79,5500000,33000,34,28/12/1990,188,81,53,450,Spain,Left,3,3,2,57,74,80,74,80,77,https://cdn.sofifa.net/players/192/638/26_120.png
228813,Aleix García,Aleix García Serrano,"CM, CDM",CM,83,83,36500000,100000,28,28/06/1997,173,68,19,32,Spain,Right,3,3,3,65,75,85,84,75,66,https://cdn.sofifa.net/players/228/813/26_120.png
257279,Álex Baena,Alejandro Baena Rodríguez,"LM, ST, LW",LM,84,89,63500000,82000,23,20/07/2001,174,70,53,240,Spain,Right,4,3,3,79,76,84,82,65,68,https://cdn.sofifa.net/players/257/279/26_120.png
256853,M. Tillman,Malik Leon Tillman,"CAM, LW, CM",CAM,82,87,46000000,80000,23,28/05/2002,187,71,19,32,United States,Right,3,4,3,84,76,77,83,65,77,https://cdn.sofifa.net/players/256/853/26_120.png
231521,E. Palacios,Exequiel Alejandro Palacios,"CM, CDM",CM,84,86,52000000,110000,26,05/10/1998,178,69,19,32,Argentina,Right,4,3,3,62,76,80,82,81,71,https://cdn.sofifa.net/players/231/521/26_120.png
